train_id,ref,tester,summary,create_date,status,priority,severity,resolution,implemented_date,release_fixed,release_found,sw_blocker,targetsw,testcase,triage,owner,assement,reject_cat,farea,Description
818,SWDEV-155876,arpampan,Dumps -- AV_VRF_R_INVALID_atikmdag!unknown_function,34:32.3,Opened,P3 (Solution Desired),Medium,,,,18.2,No,840212,63067,Stress,IV,Integration,,,"Issue: AV_VRF_R_INVALID_atikmdag!unknown_function OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.20-180606n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-160, AI BAFFIN 2         Impact: Observed on AI BAFFIN Observed on: 18.20-180606n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary: http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/31610 Dump Latest Path :    \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-160\MEMORY.DMP_2018-07-6--03-33-44_63067.7z"
819,SWDEV-156010,vmahalak,Driver fails to install across RHEL6 OS,40:46.3,Closed,Undefined,Critical,Fixed,,18.3,18.3,No,840214,3078727,OpenGL,IV,CQE Escape,,Sanity,CPU :  AMD Phenom(tm) II X6 1075T Processor ASIC :  VI Hawaii ( 67B1) OS:  RHEL6.9_x64 OS RAM: 8GB  DRIVER: \\hydincbt03\Constructicon\1806071900-602832_hybrid_rel.rhel6_64 Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. copy the driver from above path. 3. Extract the tar file by command tar -Jxvf *.tar and try to install the driver by command ./amdgpu-pro-install -y  http://confluence.amd.com/pages/viewpage.action?pageId=49631064  4. Driver fails to install Expected Result : Driver should install without any issues Actual Result: Driver fails to installa and observing the following error during installation: --> Finished Dependency Resolution Error: Package: libegl-amdgpu-pro-18.30-602126.el6.x86_64 (amdgpu-pro-local)            Requires: libc.so.6(GLIBC_2.14)(64bit)  You could try using --skip-broken to work around the problem  You could try running: rpm -Va --nofiles --nodigest   Regression: OSDB#602832 --> Fail OSDB#602126 -->Fail OSDB#602066 --> Pass Observations: Observing this issue only on RHEL6 OS
820,SWDEV-156021,arpampan,DF related tests are failing on VEGA,25:01.7,Closed,Undefined,Critical,Fixed,,18.3,18.3,No,840214,2675927,Base Graphics Driver Triage,IV,CQE Escape,,,Problem Description ------------------------- Following tests are failing in VEGA   DF - PNP Cancel Remove Device Test (Reliability) DF - PNP Cancel Stop Device Test (Reliability) DF - PNP DIF Remove Device Test (Reliability) DF - PNP Disable And Enable Device Test (Reliability) DF - PNP Rebalance Fail Restart Device Test (Reliability) DF - PNP Rebalance Request New Resources Device Test (Reliability) DF - PNP Remove Device Test (Reliability) DF - PNP Stop (Rebalance) Device Test (Reliability) DF - PNP Surprise Remove Device Test (Reliability) DF - Reinstall with IO Before and After (Reliability) DF - Sleep and PNP (disable and enable) with IO Before and After (Reliability) DF - Sleep with IO During (Reliability)       Job ID:  2096 Job Name:    DF - PNP Rebalance Fail Restart Device Test (Reliability)   Pass: 14 Fail: 0     System Configuration -------------------------- OS Version          RS4-64bit(17134.1) HLK Version        HLK Kit(17134.1) ASIC Name       VEGA ASIC ID        687F Chipset      dx79si CPU         Intel(R) Core(TM) i7-3960X CPU @ Driver        18.30-180607n-230356E-ATI       Steps to reproduce --------------------- Install Redstone 64bit  Install Display Driver from location \\Hydincbt03\Build\1806071839\image\18.30\18.30_BR230356 Install HLK client on the test machine Install HLK Studio on the local host machine Create a project in HLK Studio Queue the above tests   Expected Result ------------------ Tests should pass   Actual Result ------------------ Tests are failing   Observations:   Ran the tests for three times all the times test is failed.   we are verified on 5 machines all the machines test is failed.   Regression:   Failed on :\\Hydincbt03\Build\1806071839\image\18.30\18.30_BR230356 Passed on :\\hydincbt03\build\1806061855\image\18.30\18.30_BR230356
821,SWDEV-156024,rrajk,Unexpected reboot observed during driver Uninstallation over Vega,54:11.0,Closed,P1 (Gating),Critical,Fixed,,18.3,18.3,No,840214,3075858,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,"Discription:Unexpected reboot observed during driver Uninstallation over Vega Platform Information:- OS Name                  Microsoft Windows 10 Pro (64bit) OS Build                 17134.1 Chipset                  crosshair vi hero CPU                      AMD Ryzen 7 1700 Eight-Core Processor CPU Speed               3000 MHz Primary ASIC Name Vega 10   Build : \\hydincbt03\build\1806071839\image\18.30\18.30_BR230356 Steps to reproduce:- Boot into the required setup Install the driver from above path Restart the systems after successful driver installation and try to uninstall the driver. During the uninstallation reported issue will encounter. Expected Result:- No issues must be observed during driver uninstallation Actual Result:- Unexpected reboot observed during  uninstallation Observation:- Issue specific to Vega ASIC�s Observed the following: 1.During driver uninstallation BSOD is observed on Win7-64 + Vega configuration 2. Observing system reboot during mid of driver installation on RS4-64+Vega configuration No issue observed on rest of the ASIC Regression data:- Failed build� 1806071839 (CL# 1565640) Passed build�1806061855(CL# 1565028) Complete Dump Analysis: http://tp-sw-appserver.amd.com/dumpplus2/dump/view/32337 Dump Analysis:- ******************************* *                                   * *    Bugcheck Analysis   * *                                    * ******************************* Use !analyze -v to get detailed debugging information. BugCheck 7E, {ffffffffc0000005, fffff801012dcf72, ffffd78b18d61e88, ffffd78b18d616d0} Probably caused by : atikmdag.sys ( atikmdag!psp_hdcp2_create_session_v2+46 ) SYSTEM_THREAD_EXCEPTION_NOT_HANDLED (7e) This is a very common bug check.  Usually the exception address pinpoints the driver/function that caused the problem.  Always note this address as well as the link date of the driver/image that contains this address. Arguments: Arg1: ffffffffc0000005, The exception code that was not handled Arg2: fffff801012dcf72, The address that the exception occurred at Arg3: ffffd78b18d61e88, Exception Record Address Arg4: ffffd78b18d616d0, Context Record Address  "
822,SWDEV-156109,schundur,Dumps -- X64_0x7E_VRF_atikmdag!psp_hdcp2_create_session_v2+46,32:33.8,Opened,P3 (Solution Desired),Medium,,,,18.3,No,840214,2675331,Stress,IV,CQE Escape,,Sanity,"Issue: X64_0x7E_VRF_atikmdag!psp_hdcp2_create_session_v2+46 OS: WIN 7x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 7x64, 6 Driver Count 18.30-180607n-230356E-ATI 6 Host_Name(ASIC) Count IV-SY-ML-18,VEGA10 6         Impact: Observed on VEGA10 Observed on: 18.30-180607n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/32289 Dump Latest Path :    \\hydinlogs01\coredmp$\HY-IVSANITY2\IV-SY-ML-18\060818-24055-01.dmp_2018-08-6--10-58-35_2675331.7z"
823,SWDEV-156110,schundur,Dumps -- AV_VRF_R_INVALID_atikmdag!DCE11BandwidthManager::HandleInterrupt,42:49.0,Opened,P3 (Solution Desired),Medium,,,,18.3,No,840214,2680208,Stress,IV,CQE Escape,,Sanity,"Issue: AV_VRF_R_INVALID_atikmdag!DCE11BandwidthManager::HandleInterrupt OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.30-180607n-230356E-ATI 1 Host_Name(ASIC) Count IV-SY-ML-38, VI TOPAZ 1         Impact: Observed on VI TOPAZ Observed on: 18.30-180607n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/32566 Dump Latest Path :    \\hydinlogs01\coredmp$\HY-IVSANITY2\IV-SY-ML-38\MEMORY.DMP_2018-08-6--14-31-59_2680208.7z"
824,SWDEV-156245,arpampan,Dumps -- AV_VRF_atikmdag!BinaryTree::FindNode,42:40.1,Opened,P3 (Solution Desired),Medium,,,,18.3,No,840214,3075771,Stress,IV,CQE Escape,,Performance,"Issue: AV_VRF_atikmdag!BinaryTree::FindNode OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.30-180523n-230356E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT11-03, VEGA10 1         Impact: Observed on VEGA10 Observed on: 18.30-180523n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/33386 Dump Latest Path :     \\hydinlogs01\coredmp$\IVCERT2\HY-IN-IVT11-03\MEMORY.DMP_2018-11-6--08-48-40_3075771.7z"
825,SWDEV-156289,rrajk,Observing Yellow bang after driver installation on Fusion Kabini & Kaveri PX configuration,36:39.6,Closed,P2 (Must Solve),High,Fixed,,,18.3,No,840214,3075715,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,"Discription: Observing Yellow bang after driver installation on Fusion Kabini & Kaveri PX Configuration Platform Information:- OS Name                  Microsoft Windows 10 Pro (64bit) OS Build                 17134.1 Chipset                  ballina CPU         AMD A6 PRO-7050B R4, 5 Compute Cores 2C+3G CPU Speed               2200 MHz Primary ASIC Name FUSION KAVERI SPOOKY Secondary ASIC Name CI MARS Build : \\hydincbt03\build\1806111803\image\18.30\18.30_BR230356 Steps to reproduce:- Boot into the required setup Install the driver from above path Restart the systems after successful driver installation Check Device manager, Reported Yellow Bang issues encountered. Expected Result:- There shouldn�t be any Yellow Bang after driver installation on two configuration systems Actual Result:- Yellow Bang Observed after driver installation on two configuration systems Observation:- Observed the following: 1. Issue specific to two PX configuration. 2.In both PX system, Driver installation is successful without any issues. After driver installation Yellow Bang observed System -1 Configurations:- OS Name                  Microsoft Windows 10 Pro (64bit) OS Build                 17134.1 Chipset                  ballina CPU         AMD A6 PRO-7050B R4, 5 Compute Cores 2C+3G CPU Speed               2200 MHz Primary ASIC Name FUSION KAVERI SPOOKY Secondary ASIC Name CI MARS System -2 Configurations:- OS Name                  Microsoft Windows 10 Pro (64bit) OS Build                 17134.1 Chipset                  larne CPU         AMD E1-2100 APU with Radeon(TM) HD Graphics CPU Speed               1000 MHz Primary ASIC Name CI MARS Secondary ASIC Name FUSION KABINI Regression data:- Failed build�1806111803 (CL# 1566821) Failed build� 1806081749 (CL# 1566142) Passed build�1806071839 (CL# 1565640)"
826,SWDEV-156378,arpampan,Dumps -- AV_VRF_atikmdag!psp_hdcp2_create_session_v2,26:44.8,Opened,P3 (Solution Desired),Medium,,,,18.2,No,840212,63067,Stress,IV,CQE Escape,,,"Issue: AV_VRF_atikmdag!psp_hdcp2_create_session_v2 OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.20-180611n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-162, VEGA10 1         Impact: Observed on VEGA10 Observed on: 18.20-180611n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/33699 Dump Latest Path :    \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-162\MEMORY.DMP_2018-12-6--03-35-29_63067.7z"
827,SWDEV-156386,schundur,Dumps -- 0x7f_8_STACK_USAGE_atikmdag!BltMgr::AATextOut,13:32.9,Opened,P3 (Solution Desired),Medium,,,,18.3,No,840214,153974,Stress,IV,CQE Escape,,,"Issue: 0x7f_8_STACK_USAGE_atikmdag!BltMgr::AATextOut OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.30-180605a-329610E-ATI 1 Host_Name(ASIC) Count JQ-IN-TMAS-08, FUSION CARRIZO 1         Impact: Observed on FUSION CARRIZO Observed on: 18.30-180605a-329610E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/33607 Dump Latest Path :    \\hydinlogs01\coredmp$\HYDBV3\JQ-IN-TMAS-08\MEMORY.DMP_2018-11-6--23-30-53_153974.7z"
828,SWDEV-156388,schundur,Dumps -- AV_VRF_INVALID_atikmdag!DisplayID::cacheStereo3DSupportInfo,20:04.6,Opened,P3 (Solution Desired),Medium,,,,18.3,No,840214,3078565,Stress,IV,CQE Escape,,,"Issue: AV_VRF_INVALID_atikmdag!DisplayID::cacheStereo3DSupportInfo OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.30-180611n-230356E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT11-72, CI MARS 1         Impact: Observed on CI MARS Observed on: 18.30-180611n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/33685 Dump Latest Path :    \\hydinlogs01\coredmp$\IVCERT2\HY-IN-IVT11-72\MEMORY.DMP_2018-11-6--17-27-21_3078565.7z"
829,SWDEV-156451,rrajk,BugCheck C4 observed during driver uninstallation with verifier enabled over Win7-32 OS,54:58.9,Closed,P2 (Must Solve),High,Rejected - Invalid,,,18.3,No,840214,3075858,Base Graphics Driver Triage,IV,CQE Escape,,Sanity,"Discription: BugCheck C4 observed during driver uninstallation with verifier enabled over Win7-32 OS Platform Information:- OS Name                  Microsoft Windows 7 Enterprise (32bit) OS Build                 7601 Chipset                  f2a85xm-d3h CPU                      AMD A10-5800K APU with Radeon(tm) HD Graphics CPU Speed               3800 MHz Primary ASIC Name CI KICKER Build : \\hydincbt03\build\1806121513\image\18.30\18.30_BR230356 Steps to reproduce:- Boot into the required setup Install the driver from above path Once Installed �enable driver verifier� �atikmdag.sys� �atikmpg.sys� Reboot the system once enabled driver verifier. Clean Uninstall driver & while uninstalling reported issue will encounter. Expected Result:- Clean Uninstallation should be successful when driver verifier is enabled. Actual Result:- Clean uninstallation failed with Unexpected reboot when driver verifier is enabled. Observation:- Issue observed only on Win7x32 bit configurations. Issue not observed without driver verifier enabled on failed build. Regression data:- Failed build� 1806121513 (CL# 1567297) Passed build�1806111803(CL# 1566821) Complete Dump Analysis: http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/35207 Dump Analysis:-   ************************************************** *                                                             * *                Bugcheck Analysis                * *                                                              * *************************************************** Use !analyze -v to get detailed debugging information. BugCheck C4, {62, 8f6aa92c, 8f6a9db0, 1} DRIVER_VERIFIER_DETECTED_VIOLATION (c4) A device driver attempting to corrupt the system has been caught.  This is because the driver was specified in the registry as being suspect (by the administrator) and the kernel has enabled substantial checking of this driver. If the driver attempts to corrupt the system, bugchecks 0xC4, 0xC1 and 0xA will be among the most commonly seen crashes. Arguments: Arg1: 00000062, A driver has forgotten to free its pool allocations prior to unloading. Arg2: 8f6aa92c, name of the driver having the issue. Arg3: 8f6a9db0, verifier internal structure with driver information. Arg4: 00000001, total # of (paged+nonpaged) allocations that weren't freed.                 Type !verifier 3 drivername.sys for info on the allocations                 that were leaked that caused the bug check."
830,SWDEV-156459,rvakkali,Blue screen observed after enabling driver verifier over RS4 with SR-IOV,40:48.4,Opened,P2 (Must Solve),High,,,,18.3,No,840214,3078453,General Triage,IV,CQE Escape,,Sanity,"Blue screen observed after enabling driver verifier over RS4 with SR-IOV ------------------------------------------------------------------------------------------------------------- Note: This issue is observed only on Tonga S7100 Host  information: ---------------------- Hypervisor: VMware ESXi, 6.5.0, 5969303 Host: Supermicro SYS-4048B-TR4FT Processor Type:Intel(R) Xeon(R) CPU E7-8870 v3 @ 2.10GHz VIB : 1.05 Horizon View: \\hydvdishare\VirtDriver\Horizon\Horizon 7.5\Current Remote Desktop:PCOIP ASIC: 7150x2 VF configuration: 4VF     System Configuration: --------------------- Test driver: \\hydincbt03\build\1806121513\image\18.30\18.30_BR230356 ASIC: Tonga S7150x2_4VF Guest OS: RS4 (64-bit) Connection: Horizon View Driver path:\\hydincbt03\build\1806121513\image\18.30\18.30_BR230356   Steps: ------- 1. Setup Host, Guest VM and connect to the VM 2. Install Horizon view  3. Install AMD driver from above menctioned path   and reboot the system whenit prompt 4. Enable driver verifier( atikmdag.sys,atikmpg.sys) and reboot system to observe issue   NOTE:  ----- 1)Issue not  observed in Win7x64 bit  with 18.30   Expected: --------- -->Enabling  the driver veifier should happen  without any issues  Actual: ------- -->Blue screen observed after enabling driver verifier over RS4   Regression : ------------ We will update the regression info soon "
831,SWDEV-156546,arpampan,Dumps -- AV_R_INVALID_atikmdag!unknown_function,24:02.2,Opened,P3 (Solution Desired),Medium,,,,18.3,No,840214,2674574,Stress,IV,CQE Escape,,Performance,"Issue: AV_R_INVALID_atikmdag!unknown_function OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 8 Driver Count 18.30-180613n-230356E-ATI 1 Host_Name(ASIC) Count HY-IN-KMD4-15 HY-IN-IVT1-122 AI ELLESMERE 8         Impact: Observed on AI ELLESMERE Observed on: 18.30-180613n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/35551 Dump Latest Path :  \\hydinlogs01\coredmp$\HY-IVPERF2\HY-IN-IVT1-122\MEMORY.DMP_2018-14-6--10-10-19_2674574.7z"
832,SWDEV-156549,arpampan,Dumps -- AV_VRF_atikmdag!unknown_function,49:19.1,Opened,P3 (Solution Desired),Medium,,,,18.2,No,840212,63067,Stress,IV,CQE Escape,,Stress,"Issue: AV_VRF_atikmdag!unknown_function OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 65 Driver Count 18.20-180613n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-KMD1-360 VEGA12 65         Impact: Observed on VEGA12 Observed on: 18.20-180613n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/35497 Dump Latest Path :  \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-162\MEMORY.DMP_2018-14-6--03-35-08_63067.7z"
833,SWDEV-156580,rvakkali,PSOD observed after driver Installation with SR-IOV,35:33.9,Closed,P2 (Must Solve),High,Fixed,,,18.3,No,840214,free-play,General Triage,IV,CQE Escape,,Sanity,"PSOD observed after driver Installation  with SR-IOV ------------------------------------------------------------------------------------------------------------- Note: This issue is observed only on Tonga S7100 Host  information: ---------------------- Hypervisor: VMware ESXi, 6.5.0, 5969303 Host: Supermicro SYS-4048B-TR4FT Processor Type:Intel(R) Xeon(R) CPU E7-8870 v3 @ 2.10GHz VIB : 1.05 Horizon View: \\hydvdishare\VirtDriver\Horizon\Horizon 7.5\Current Remote Desktop:PCOIP ASIC: 7150x2 VF configuration: 4VF     System Configuration: --------------------- Test driver: \\Hydincbt03\Build\1806131727\image\18.30\18.30_BR230356 ASIC: Tonga S7150x2_4VF Guest OS: RS4 (64-bit) Connection: Horizon View Driver path:\\Hydincbt03\Build\1806131727\image\18.30\18.30_BR230356   Steps: ------- 1. Setup Host, Guest VM and connect to the VM 2. Install Horizon view  3. Install AMD driver from above menctioned path   and reboot the system when it prompt 4. Wait for 2 min or restart the VM's to observe the issue   NOTE:  ----- 1)2 times repro out of 10 times  2)Please try with fresh VM's  Path of PSOD:\\Hydingfs\tacc\Ramesh babu\14062018\13   Expected: --------- -->No crash\hang observed after driver installtion Actual: ------- -->PSOD observed after driver Installation  with SR-IOV Regression : ------------ 18.30 - 1806131727 (CL# 1567969) --> Last known Fail 18.30 - 1806121513 (CL# 1567297) --> Last known Pass"
834,SWDEV-156689,vmahalak,Driver fails to install across all distros,34:48.9,Closed,Undefined,Critical,Fixed,,18.3,18.3,No,840214,3078727,Install,IV,CQE Escape,,Sanity,"CPU :  AMD Ryzen 7 2700X Eight-Core Processor ASIC :  PI FIJI ( 7300) OS:      RHEL7.5_x64 OS Kernel version: 3.10.0-862.el7.x86_64 Xorg version: X Server 1.19.5, RAM:   8GB  DRIVER:  \\hydincbt03\Constructicon\1806141215-606126_hybrid_rel.rhel74_64 Steps to Repro : 1. Boot into the required set-up as mentioned above. 2. copy the driver from above path. 3. Extract the tar file by command tar -Jxvf *.tar and try to install the driver by command ./amdgpu-pro-install -y --opencl=legacy/pal http://confluence.amd.com/pages/viewpage.action?pageId=49631064  4. Driver fails to install Expected Result : Driver should install without any issues Actual Result: Observing errors during driver installation across all distros RHEL: Observed the following error during installation across RHEL distro's ( both RHEL 6.9 and RHEL 7.5) Installed:   clinfo-amdgpu-pro.x86_64 0:18.30-606126.el7   opencl-orca-amdgpu-pro-icd.x86_64 0:18.30-606126.el7   vulkan-amdgpu-pro.x86_64 0:18.30-606126.el7 Dependency Installed:   amdgpu-core.noarch 0:18.30-606126.el7   amdgpu-pro-core.noarch 0:18.30-606126.el7   libopencl-amdgpu-pro.x86_64 0:18.30-606126.el7 Complete! ./amdgpu-pro-install: line 85: /usr/sbin/dkms: No such file or directory WARNING: amdgpu dkms failed for running kernel Ubuntu 18.04 OS: Observed the following error during driver installation over Ubuntu 18.04 distro and driver fails to install Reading package lists... Done Building dependency tree Reading state information... Done E: Unable to locate package amdgpu E: Unable to locate package amdgpu-lib32 E: Unable to locate package amdgpu-pro E: Unable to locate package amdgpu-pro-lib32 Attached the logs for the same Regression: OSDB#606126 --> Fail OSDB#605812 --> Fail OSDB#604936 --> Build failed ( Couldnt check) OSDB#604462 --> Build failed  ( Couldnt check) OSDB#604318 --> Pass Observations: Noticing this issue across all distros ( RHEL6.9, RHEL 7.5 and Ubuntu 18.04 )"
835,SWDEV-156786,arpampan,D3D12 - VideoProcessAndDecodeMarkers and D3D12 - SingleCommandListTimestampsDecode tests are failing on PI FIJI.,20:56.1,Rejected,Undefined,High,,,,18.3,No,840214,,DXC (DX12),IV,CQE Escape,,,"Problem Description ------------------------- Following tests are failing in PI FIJI   D3D12 - VideoProcessAndDecodeMarkers D3D12 - SingleCommandListTimestampsDecode     Job ID:  3713 Job Name:    D3D12 - VideoProcessAndDecodeMarkers   Pass: 9 Fail: 2     System Configuration -------------------------- OS Version          RS4-64bit(17134.1) HLK Version        HLK Kit(17134.1) ASIC Name       PI FIJI ASIC ID        7300 Chipset      F2A88XM-D3H CPU         AMD A10-7850K Radeon R7, 12 Compute  Driver        18.30-180617n-230356E-ATI     Steps to reproduce --------------------- Install Redstone 64bit  Install Display Driver from location \\Hydincbt03\Build\1806171127\image\18.30\18.30_BR230356 Install HLK client on the test machine Install HLK Studio on the local host machine Create a project in HLK Studio Queue the above tests   Expected Result ------------------ Tests should pass   Actual Result ------------------ Tests are failing   Observations:   Ran the tests for three times all the times test is failed.   we are verified on 5 machines all the machines test is failed.   Tests got passed on other families AI and VEGA   Regression :   Passed:  \\Hydincbt03\Build\1805241632\image\18.30\18.30_BR230356\Packages\Drivers\Display\WT6A_INF     Failed: \\Hydincbt03\Build\1805311741\image\18.30\18.30_BR230356\Packages\Drivers\Display\WT6A_INF"
836,SWDEV-156793,arpampan,Dumps -- 0x7f_8_VRF_STACKPTR_ERROR_atikmdag!unknown_function,07:18.8,Opened,Undefined,Medium,,,,18.2,No,840212,3077813,Stress,IV,CQE Escape,,,"Issue: 0x7f_8_VRF_STACKPTR_ERROR_atikmdag!unknown_function OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 65 Driver Count 18.20-180615n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-144 CI MARS 65         Impact: Observed on CI MARS Observed on: 18.20-180613n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/37815 Dump Latest Path :  \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-144\061818-57375-01.dmp_2018-18-6--10-41-04_3077813.7z"
837,SWDEV-156794,arpampan,Dumps -- 0x7f_8_VRF_STACKPTR_ERROR_atikmdag!unknown_function,07:46.7,Opened,P3 (Solution Desired),Medium,,,,18.2,No,840212,3077813,Stress,IV,CQE Escape,,,"Issue: 0x7f_8_VRF_STACKPTR_ERROR_atikmdag!unknown_function OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 65 Driver Count 18.20-180615n-328022E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT10-144 CI MARS 65         Impact: Observed on CI MARS Observed on: 18.20-180613n-328022E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/37815 Dump Latest Path :  \\hydinlogs01\coredmp$\HY-IVSANITY1\HY-IN-IVT10-144\061818-57375-01.dmp_2018-18-6--10-41-04_3077813.7z"
838,SWDEV-157253,arpampan,HCK-DXGI Presentation Rate Testing and DXGI Presentation Rate Testing(wow64) tests are failing on AI BAFFIN,27:32.6,Rejected,Undefined,High,,,,18.4,No,840218,2,DXC (DX12),IV,CQE Escape,,,Problem Description ------------------------- Following tests are failing in AI BAFFIN   DXGI Presentation Rate Testing  DXGI Presentation Rate Testing (WoW64)     Job ID:  752 Job Name:    DXGI Presentation Rate Testing   Pass: 315 Fail: 8     System Configuration -------------------------- OS Version :HCK Windows7_64bit_M_Image  ASIC Name      AI BAFFIN ASIC ID        67EF Chipset     P8P67 CPU         Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz Driver       18.40-180620n-230356E-ATI     Steps to reproduce --------------------- Install Windows7_64bit Install Display Driver from location \\hydincbt03\build\1806201850\image\18.40\18.40_BR230356 Install HCK client on the test machine Install HCK Studio on the local host machine Create a project in HCK Studio Queue the above tests   Expected Result ------------------ Tests should pass   Actual Result ------------------ Tests are failing   Observations:   Ran the tests for three times all the times test is failed.   Test got passed on AI ELLESMERE  
839,SWDEV-157259,arpampan,Dumps -- 0xD5_VRF_R_INVALID_atikmdag!unknown_function,17:30.6,Opened,P3 (Solution Desired),High,,,,18.3,No,840214,3080466,Stress,IV,CQE Escape,,Stress,"Issue: 0xD5_VRF_R_INVALID_atikmdag!unknown_function OS: WIN 10x64, ATI Issue Configurations: Bucket Ids Analysis Operating System Count WIN 10x64, 1 Driver Count 18.30-180617n-230356E-ATI 1 Host_Name(ASIC) Count HY-IN-IVT8-40, AI ELLESMERE 1         Impact: Observed on AI ELLESMERE Observed on: 18.30-180617n-230356E-ATI Note: Debugging Details are shared in attachment. Bugcheck Summary:  http://tp-sw-appserver.amd.com/DumpPlus2/Dump/View/41046 Dump Latest Path :   \\hydinlogs01\coredmp$\HY-IVSTRESS1\HY-IN-IVT8-39\MEMORY.DMP_2018-22-6--10-21-35_3080466.7z"
840,SWDEV-157354,arpampan,Verify run from driver store support and file versioning (Graphics Drivers) test is failing on All the families.,47:51.8,Rejected,Undefined,High,,,,18.4,No,840218,2675927,Base Graphics Driver Triage,IV,CQE Escape,,,"Problem Description ------------------------- Following test is failing in All the families.   Verify run from driver store support and file versioning (Graphics Drivers)      Job ID:  3736 Job Name: Verify run from driver store support and file versioning (Graphics Drivers)      Pass: 2 Fail: 1   System Configuration -------------------------- OS Version          RS4-64bit(17134.1) HLK Version        HLK Kit(17134.1) ASIC Name       PI FIJI ASIC ID        7300 Chipset      F2A88XM-D3H CPU         AMD A10-7850K Radeon R7, 12 Compute  Driver        18.40-180621n-230356E-ATI     Steps to reproduce --------------------- Install Redstone 64bit  Install Display Driver from location \\Hydincbt03\Build\1806211640\image\18.40\18.40_BR230356 Install HLK client on the test machine Install HLK Studio on the local host machine Create a project in HLK Studio Queue the above tests   Expected Result ------------------ Tests should pass   Actual Result ------------------ Tests are failing   Observations:   Ran the tests for three times all the times test is failed. test is failing in all the families.   Passed on \\Hydincbt03\Build\1806141652\image\18.30\18.30_BR230356   Failed :\\Hydincbt03\Build\1806211640\image\18.40\18.40_BR230356 Find the CL regression on below.   18.30 CL#1570713                      Pass 18.30 CL#1570739                      Build Fail - Could not validate 18.30 CL#1570765                      Build Fail - Could not validate 18.40 CL#1570805                      Build Fail - Could not validate 18.40 CL#1570960                      Fail      "
